id	vocalized	unvocalized	rule	category	note	first	second
2394	الْإِقْرَار الْمَزْبُور	الإقرار المزبور	20	نعت ومنعوت		الإقرار	المزبور
2395	الْإِقْرَار الْوَاقِع	الإقرار الواقع	20	نعت ومنعوت		الإقرار	الواقع
2396	الْإِكْرَاه الشَّرْعِيّ	الإكراه الشرعي	20	نعت ومنعوت		الإكراه	الشرعي
2397	الْإِكْرَاه الْمُلْجِئ	الإكراه الملجئ	20	نعت ومنعوت		الإكراه	الملجئ
2398	الْإِمَامِ الْآتِي	الإمام الآتي	20			الإمام	الآتي
2399	الْإِمَام الْأَجَلّ	الإمام الأجل	20	نعت ومنعوت		الإمام	الأجل
2400	الْإِمَام الْأَذْرَعِيّ	الإمام الأذرعي	20	نعت ومنعوت		الإمام	الأذرعي
2401	الْإِمَام الْأُسْتَاذ	الإمام الأستاذ	20	نعت ومنعوت		الإمام	الأستاذ
2402	الْإِمَام الْأَصْلِيّ	الإمام الأصلي	20	نعت ومنعوت		الإمام	الأصلي
2403	الْإِمَام الْأَعْظَم	الإمام الأعظم	20	نعت ومنعوت		الإمام	الأعظم
2404	الْإِمَام الْإِسْبِيجَابِيّ	الإمام الإسبيجابي	20	نعت ومنعوت		الإمام	الإسبيجابي
2405	الْإِمَامُ الْإِقَامَةَ	الإمام الإقامة	20			الإمام	الإقامة
2406	الْإِمَامُ الْإِمَامَةَ	الإمام الإمامة	20			الإمام	الإمامة
2407	الْإِمَامُ الِاتِّفَاقَ	الإمام الاتفاق	20			الإمام	الاتفاق
2408	الْإِمَامُ الِاسْتِسْقَاءَ	الإمام الاستسقاء	20			الإمام	الاستسقاء
2409	الْإِمَام الْبَزْدَوِيّ	الإمام البزدوي	20	نعت ومنعوت		الإمام	البزدوي
2410	الْإِمَام الْبُلْقِينِيّ	الإمام البلقيني	20	نعت ومنعوت		الإمام	البلقيني
2411	الْإِمَامُ التَّكْبِيرَ	الإمام التكبير	20			الإمام	التكبير
2412	الْإِمَام التُّمُرْتَاشِيّ	الإمام التمرتاشي	20	نعت ومنعوت		الإمام	التمرتاشي
2413	الْإِمَام الْجَلِيل	الإمام الجليل	20	نعت ومنعوت		الإمام	الجليل
2414	الْإِمَامُ الْجُمُعَةَ	الإمام الجمعة	20			الإمام	الجمعة
2415	الْإِمَام الْحَافِظ	الإمام الحافظ	20	نعت ومنعوت		الإمام	الحافظ
2416	الْإِمَامَ الْحَدَثُ	الإمام الحدث	20			الإمام	الحدث
2417	الْإِمَام الْحَقّ	الإمام الحق	20	نعت ومنعوت		الإمام	الحق
2418	الْإِمَام الْحَلْوَانِيّ	الإمام الحلواني	20	نعت ومنعوت		الإمام	الحلواني
2419	الْإِمَامُ الْخَرَاجَ	الإمام الخراج	20			الإمام	الخراج
2420	الْإِمَام الْخَصَّاف	الإمام الخصاف	20	نعت ومنعوت		الإمام	الخصاف
2421	الْإِمَام الذَّهَبِيّ	الإمام الذهبي	20	نعت ومنعوت		الإمام	الذهبي
2422	الْإِمَام الرَّاتِب	الإمام الراتب	20	نعت ومنعوت		الإمام	الراتب
2423	الْإِمَامُ الرَّازِيّ	الإمام الرازي	20		Confused;;Confused;;Confused;;;الْإِمَامُ الرَّازِيَّ;الْإِمَامِ الرَّازِيّ;الْإِمَام الرَّازِيّ	الإمام	الرازي
2424	الْإِمَام الرَّافِعِيّ	الإمام الرافعي	20	نعت ومنعوت		الإمام	الرافعي
2425	الْإِمَامُ الرَّكْعَةَ	الإمام الركعة	20		Confused;;;الْإِمَامِ الرَّكْعَةَ	الإمام	الركعة
2426	الْإِمَام الزَّاهِد	الإمام الزاهد	20	نعت ومنعوت		الإمام	الزاهد
2427	الْإِمَامُ الزَّكَاةَ	الإمام الزكاة	20			الإمام	الزكاة
2428	الْإِمَام الزَّيْلَعِيّ	الإمام الزيلعي	20	نعت ومنعوت		الإمام	الزيلعي
2429	الْإِمَام السَّابِق	الإمام السابق	20	نعت ومنعوت		الإمام	السابق
2430	الْإِمَامِ السُّبْكِيّ	الإمام السبكي	20		Confused;;;الْإِمَام السُّبْكِيّ	الإمام	السبكي
2431	الْإِمَام السَّرَخْسِيّ	الإمام السرخسي	20	نعت ومنعوت		الإمام	السرخسي
2432	الْإِمَام الشَّافِعِيّ	الإمام الشافعي	20	نعت ومنعوت		الإمام	الشافعي
2433	الْإِمَامُ الصَّلَاةَ	الإمام الصلاة	20			الإمام	الصلاة
2434	الْإِمَام الطَّحَاوِيّ	الإمام الطحاوي	20	نعت ومنعوت		الإمام	الطحاوي
2435	الْإِمَام الْعَادِل	الإمام العادل	20	نعت ومنعوت		الإمام	العادل
2436	الْإِمَام الْعَالِم	الإمام العالم	20	نعت ومنعوت		الإمام	العالم
2437	الْإِمَام الْعَتَّابِيّ	الإمام العتابي	20	نعت ومنعوت		الإمام	العتابي
2438	الْإِمَام الْعَدْل	الإمام العدل	20	نعت ومنعوت		الإمام	العدل
2439	الْإِمَام الْعَلَّامَة	الإمام العلامة	20	نعت ومنعوت		الإمام	العلامة
2440	الْإِمَام الْغَزَالِيّ	الإمام الغزالي	20	نعت ومنعوت		الإمام	الغزالي
2441	الْإِمَامُ الْغَلَّةَ	الإمام الغلة	20			الإمام	الغلة
2442	الْإِمَامُ الْغَنَائِمَ	الإمام الغنائم	20			الإمام	الغنائم
2443	الْإِمَامُ الْغَنِيمَةَ	الإمام الغنيمة	20			الإمام	الغنيمة
2444	الْإِمَام الْفَضْلِيّ	الإمام الفضلي	20	نعت ومنعوت		الإمام	الفضلي
2445	الْإِمَام الْفَقِيه	الإمام الفقيه	20	نعت ومنعوت		الإمام	الفقيه
2446	الْإِمَام الْقَائِل	الإمام القائل	20	نعت ومنعوت		الإمام	القائل
2447	الْإِمَامُ الْقَاضِي	الإمام القاضي	20			الإمام	القاضي
2448	الْإِمَامُ الْقَوْمَ	الإمام القوم	20			الإمام	القوم
2449	الْإِمَام الْمَحْبُوبِيّ	الإمام المحبوبي	20	نعت ومنعوت		الإمام	المحبوبي
2450	الْإِمَام الْمُحَقِّق	الإمام المحقق	20	نعت ومنعوت		الإمام	المحقق
2451	الْإِمَام الْمَذْكُور	الإمام المذكور	20	نعت ومنعوت		الإمام	المذكور
2452	الْإِمَام الْمُسَافِر	الإمام المسافر	20	نعت ومنعوت		الإمام	المسافر
2453	الْإِمَام الْمُشَار	الإمام المشار	20	نعت ومنعوت		الإمام	المشار
2454	الْإِمَامُ الْمَصْلَحَةَ	الإمام المصلحة	20			الإمام	المصلحة
2455	الْإِمَام الْمَعْرُوف	الإمام المعروف	20	نعت ومنعوت		الإمام	المعروف
2456	الْإِمَامُ الْمِنْبَرَ	الإمام المنبر	20			الإمام	المنبر
2457	الْإِمَامُ النَّاسَ	الإمام الناس	20			الإمام	الناس
2458	الْإِمَام النَّسَفِيّ	الإمام النسفي	20	نعت ومنعوت		الإمام	النسفي
2459	الْإِمَام النَّوَوِيّ	الإمام النووي	20	نعت ومنعوت		الإمام	النووي
2460	الْإِمَامَةَ الْعُظْمَى	الإمامة العظمى	20		Confused;;;الْإِمَامَةِ الْعُظْمَى	الإمامة	العظمى
2461	الْإِنَاء الْمُضَبَّب	الإناء المضبب	20	نعت ومنعوت		الإناء	المضبب
2462	الإناء المطلى	الإناء المطلى	20			الإناء	المطلى
2463	الْإِنَاء الْمُفَضَّض	الإناء المفضض	20	نعت ومنعوت		الإناء	المفضض
2464	الْإِنْزَالُ النِّكَاحَ	الإنزال النكاح	20			الإنزال	النكاح
2465	الْإِيجَاز الْمُخِلّ	الإيجاز المخل	20	نعت ومنعوت		الإيجاز	المخل
2466	الْإِيضَاحَات السَّالِفَة	الإيضاحات السالفة	20	نعت ومنعوت		الإيضاحات	السالفة
2467	الْإِيمَان الْكَامِل	الإيمان الكامل	20	نعت ومنعوت		الإيمان	الكامل
2468	الِاثْنَيْن الْبَاقِيَيْن	الاثنين الباقيين	20	نعت ومنعوت		الاثنين	الباقيين
2469	الِاثْنَيْن اللَّذَيْن	الاثنين اللذين	20	نعت ومنعوت		الاثنين	اللذين
2470	الِاجْتِهَاد الْمُطْلَق	الاجتهاد المطلق	20	نعت ومنعوت		الاجتهاد	المطلق
2471	الِاحْتِمَال الْمَذْكُور	الاحتمال المذكور	20	نعت ومنعوت		الاحتمال	المذكور
2472	الِاخْتِلَاف السَّابِق	الاختلاف السابق	20	نعت ومنعوت		الاختلاف	السابق
2473	الِاخْتِلَاف الْمَذْكُور	الاختلاف المذكور	20	نعت ومنعوت		الاختلاف	المذكور
2474	الِاخْتِلَاف الْمَعْرُوف	الاختلاف المعروف	20	نعت ومنعوت		الاختلاف	المعروف
2475	الِاخْتِلَاف الْوَاقِع	الاختلاف الواقع	20	نعت ومنعوت		الاختلاف	الواقع
2476	الِاسْتِثْنَاء الْمُتَّصِل	الاستثناء المتصل	20	نعت ومنعوت		الاستثناء	المتصل
2477	الِاسْتِثْنَاء الْمَذْكُور	الاستثناء المذكور	20	نعت ومنعوت		الاستثناء	المذكور
2478	الِاسْتِثْنَاء الْمُنْقَطِع	الاستثناء المنقطع	20	نعت ومنعوت		الاستثناء	المنقطع
2479	الِاسْتِحَاضَةَ عِلَّةٌ	الاستحاضة علة	40			الاستحاضة	علة
2480	الِاسْتِحْقَاق الثَّابِت	الاستحقاق الثابت	20	نعت ومنعوت		الاستحقاق	الثابت
2481	الِاسْتِحْقَاق الْمَذْكُور	الاستحقاق المذكور	20	نعت ومنعوت		الاستحقاق	المذكور
2482	الِاسْتِعَارَة التَّصْرِيحِيَّة	الاستعارة التصريحية	20	نعت ومنعوت		الاستعارة	التصريحية
2483	الِاسْتِعَارَة الْمَكْنِيَّة	الاستعارة المكنية	20	نعت ومنعوت		الاستعارة	المكنية
2484	الِاسْتِعَارَة بِالْكِنَايَة	الاستعارة بالكناية	40	نعت ومنعوت		الاستعارة	بالكناية
2485	الِاسْتِعْمَال الْمَأْذُون	الاستعمال المأذون	20	نعت ومنعوت		الاستعمال	المأذون
2486	الِاسْتِعْمَال الْمُحَرَّم	الاستعمال المحرم	20	نعت ومنعوت		الاستعمال	المحرم
2487	الِاسْتِيفَاء الْحَقِيقِيّ	الاستيفاء الحقيقي	20	نعت ومنعوت		الاستيفاء	الحقيقي
2488	الِاسْم الْأَعْظَم	الاسم الأعظم	20	نعت ومنعوت		الاسم	الأعظم
2489	الِاسْم الْخَاصّ	الاسم الخاص	20	نعت ومنعوت		الاسم	الخاص
2490	الِاسْم الظَّاهِر	الاسم الظاهر	20	نعت ومنعوت		الاسم	الظاهر
2491	الِاسْم الْعَلَم	الاسم العلم	20	نعت ومنعوت		الاسم	العلم
2492	الِاسْم الْكَرِيم	الاسم الكريم	20	نعت ومنعوت		الاسم	الكريم
